28.11.2023;7:08;13,6;14,4;14,00;136;144
28.11.2023;7:13;10,7;12,1;11,40;107;121
28.11.2023;7:18;12,9;10,6;11,75;129;106
28.11.2023;7:23;15,1;10,0;12,55;151;100
28.11.2023;7:28;16,4;9,7;13,05;164;97
28.11.2023;7:33;17,3;9,6;13,45;173;96
28.11.2023;7:38;18,5;9,6;14,05;185;96
28.11.2023;7:43;19,6;9,6;14,60;196;96
28.11.2023;7:48;20,6;9,6;15,10;206;96
28.11.2023;7:53;21,0;9,7;15,35;210;97
28.11.2023;7:58;20,5;9,8;15,15;205;98
28.11.2023;8:03;19,9;9,8;14,85;199;98
28.11.2023;8:08;19,3;9,8;14,55;193;98
28.11.2023;8:13;18,7;9,9;14,30;187;99
28.11.2023;8:18;18,4;9,9;14,15;184;99
28.11.2023;8:23;17,8;9,9;13,85;178;99
28.11.2023;8:28;17,5;9,9;13,70;175;99
28.11.2023;8:33;17,1;10,0;13,55;171;100
28.11.2023;8:38;17,0;10,0;13,50;170;100
28.11.2023;8:43;16,7;10,0;13,35;167;100
28.11.2023;8:48;16,5;10,0;13,25;165;100
28.11.2023;8:53;16,3;10,1;13,20;163;101
28.11.2023;8:58;15,9;10,0;12,95;159;100
28.11.2023;9:03;15,6;10,0;12,80;156;100
28.11.2023;9:08;15,3;10,0;12,65;153;100
28.11.2023;9:13;15,1;10,1;12,60;151;101
28.11.2023;9:18;14,9;10,0;12,45;149;100
28.11.2023;9:23;14,7;10,0;12,35;147;100
28.11.2023;9:28;14,5;10,1;12,30;145;101
28.11.2023;9:33;14,3;10,0;12,15;143;100
28.11.2023;9:38;14,1;10,0;12,05;141;100
28.11.2023;9:43;14,0;10,0;12,00;140;100
28.11.2023;9:48;13,8;10,0;11,90;138;100
28.11.2023;9:53;13,6;10,0;11,80;136;100
28.11.2023;9:58;13,5;10,0;11,75;135;100
28.11.2023;10:03;13,4;10,0;11,70;134;100
28.11.2023;10:08;13,3;9,9;11,60;133;99
28.11.2023;10:13;13,1;9,9;11,50;131;99
28.11.2023;10:18;13,0;9,9;11,45;130;99
28.11.2023;10:23;12,9;9,9;11,40;129;99
28.11.2023;10:28;12,8;9,8;11,30;128;98
28.11.2023;10:33;12,8;9,9;11,35;128;99
28.11.2023;10:38;12,7;9,8;11,25;127;98
28.11.2023;10:43;12,6;9,8;11,20;126;98
28.11.2023;10:48;12,5;9,8;11,15;125;98
28.11.2023;10:53;12,5;9,8;11,15;125;98
28.11.2023;10:58;12,4;9,8;11,10;124;98
28.11.2023;11:03;12,3;9,8;11,05;123;98
28.11.2023;11:08;12,3;9,8;11,05;123;98
28.11.2023;11:13;12,2;9,8;11,00;122;98
28.11.2023;11:18;12,1;9,8;10,95;121;98
28.11.2023;11:23;12,1;9,8;10,95;121;98
28.11.2023;11:28;12,0;9,8;10,90;120;98
28.11.2023;11:33;12,0;9,8;10,90;120;98
28.11.2023;11:38;11,9;9,7;10,80;119;97
28.11.2023;11:43;11,8;9,6;10,70;118;96
28.11.2023;11:48;11,8;9,6;10,70;118;96
28.11.2023;11:53;11,7;9,6;10,65;117;96
28.11.2023;11:58;11,6;9,7;10,65;116;97
